"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL20130";"";"";"Small molecule";"";"375.33";"3";"8";"-4.42";"189.49";"11";"6";"2";"5";"N";"0.29";"9.70";"8.75";"-3.95";"-5.07";"1";"MOL";"-1";"26";"12";"7";"2";"375.1278";"1.53";"BASE";"C14H21N3O9";"NC[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O";"JGQGGIXOLDAQPJ-JXHPLLHESA-N";"InChI=1S/C14H21N3O9/c15-3-5-8(19)11(22)13(26-5)24-4-6-9(20)10(21)12(25-6)17-2-1-7(18)16-14(17)23/h1-2,5-6,8-13,19-22H,3-4,15H2,(H,16,18,23)/t5-,6-,8-,9-,10-,11-,12-,13-/m1/s1";"False";"-1";"['I', 'I', 'I', 'I', '10', '9a; 10a, 11a']";"['1-[(2R,3R,4S,5R)-5-((2R,3R,4S,5R)-5-Aminomethyl-3,4-dihydroxy-tetrahydro-furan-2-yloxymethyl)-3,4-dihydroxy-tetrahydro-furan-2-yl]-1H-pyrimidine-2,4-dione', '1-[(2R,3R,4S,5R)-5-((2R,3R,4S,5R)-5-Aminomethyl-3,4-dihydroxy-tetrahydro-furan-2-yloxymethyl)-3,4-dihydroxy-tetrahydro-furan-2-yl]-1H-pyrimidine-2,4-dione', '1-[(2R,3R,4S,5R)-5-((2R,3R,4S,5R)-5-Aminomethyl-3,4-dihydroxy-tetrahydro-furan-2-yloxymethyl)-3,4-dihydroxy-tetrahydro-furan-2-yl]-1H-pyrimidine-2,4-dione', '1-[5-[5-aminomethyl-3,4-dihydroxy-(2R,3R,4R,5R)-tetrahydro-2-furanyloxymethyl]-3,4-dihydroxy-(2R,3R,4R,5R)-tetrahydro-2-furanyl]-1,2,3,4-tetrahydro-2,4-pyrimidinedione', '1-((2R,3R,4S,5R)-5-(((2R,3R,4S,5R)-5-(aminomethyl)-3,4-dihydroxytetrahydrofuran-2-yloxy)methyl)-3,4-dihydroxytetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione', '1-((2R,3R,4S,5R)-5-((((2R,3R,4S,5R)-5-(aminomethyl)-3,4-dihydroxytetrahydrofuran-2-yl)oxy)methyl)-3,4-dihydroxytetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione']"
"CHEMBL3250739";"";"";"Small molecule";"";"390.29";"4";"10";"-1.43";"198.10";"11";"6";"2";"6";"N";"0.31";"1.22";"6.70";"-4.72";"-5.30";"2";"MOL";"-1";"26";"13";"7";"2";"390.1053";"0.80";"ACID";"C12H19N6O7P";"CCNc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1";"VTYONJMGQGNUMO-IOSLPCCCSA-N";"InChI=1S/C12H19N6O7P/c1-2-14-12-16-9(13)6-10(17-12)18(4-15-6)11-8(20)7(19)5(25-11)3-24-26(21,22)23/h4-5,7-8,11,19-20H,2-3H2,1H3,(H2,21,22,23)(H3,13,14,16,17)/t5-,7-,8-,11-/m1/s1";"False";"-1";"['2e', '3h']";"['Phosphoric acid mono-[5-(6-amino-2-ethylamino-purin-9-yl)-3,4-dihydroxy-tetrahydro-furan-2-ylmethyl] ester', "2-Ethylaminoadenosine 5'-phosphate"]"
"CHEMBL2303690";"";"";"Small molecule";"";"478.40";"1";"1";"-3.89";"225.06";"13";"8";"2";"8";"N";"0.18";"3.11";"None";"-2.78";"-6.24";"1";"MOL";"-1";"33";"14";"8";"2";"478.1323";"1.53";"ACID";"C19H26O14";"O=C(O)CO[C@@H]1[C@H](O)[C@H](Oc2ccccc2O[C@@H]2O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)O[C@@H](CO)[C@@H]1O";"SLIXCEPRRCUSHR-COUCCSNQSA-N";"InChI=1S/C19H26O14/c20-5-9-11(23)16(29-6-10(21)22)15(27)19(32-9)31-8-4-2-1-3-7(8)30-18-14(26)12(24)13(25)17(28)33-18/h1-4,9,11-20,23-28H,5-6H2,(H,21,22)/t9-,11-,12-,13-,14-,15-,16-,17+,18+,19+/m0/s1";"False";"-1";"['7']";"['{3,5-Dihydroxy-2-hydroxymethyl-6-[2-(3,4,5-trihydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-phenoxy]-tetrahydro-pyran-4-yloxy}-acetic acid']"
"CHEMBL315995";"";"";"Small molecule";"";"482.66";"1";"1";"-0.02";"183.38";"12";"6";"2";"15";"N";"0.19";"12.47";"10.59";"-1.13";"-7.37";"2";"MOL";"-1";"33";"11";"9";"2";"482.2788";"0.66";"BASE";"C21H38N8O3S";"NCCCNCCCCCC(CCN)SC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"IYEWZPHRHXRMCW-BWZSZYTASA-N";"InChI=1S/C21H38N8O3S/c22-7-4-10-25-9-3-1-2-5-14(6-8-23)33-11-15-17(30)18(31)21(32-15)29-13-28-16-19(24)26-12-27-20(16)29/h12-15,17-18,21,25,30-31H,1-11,22-23H2,(H2,24,26,27)/t14?,15-,17-,18-,21-/m1/s1";"False";"-1";"['AdoDATAD']";"['2-[1-(2-Amino-ethyl)-6-(3-amino-propylamino)-hexylsulfanylmethyl]-5-(6-amino-purin-9-yl)-tetrahydro-furan-3,4-diol']"
"CHEMBL222500";"";"";"Small molecule";"";"442.43";"4";"7";"-0.17";"184.79";"11";"6";"2";"6";"N";"0.23";"9.56";"4.21";"0.24";"0.24";"4";"MOL";"-1";"32";"12";"7";"2";"442.1601";"0.82";"NEUTRAL";"C20H22N6O6";"Nc1nc(OCCc2c[nH]c3ccc(O)cc23)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"CPKNPTKTLVLFFU-NVQRDWNXSA-N";"InChI=1S/C20H22N6O6/c21-17-14-18(26(8-23-14)19-16(30)15(29)13(7-27)32-19)25-20(24-17)31-4-3-9-6-22-12-2-1-10(28)5-11(9)12/h1-2,5-6,8,13,15-16,19,22,27-30H,3-4,7H2,(H2,21,24,25)/t13-,15-,16-,19-/m1/s1";"False";"-1";"['34', '24']";"["2-(3''-(5''-hydroxyindolyl)ethyloxy)adenosine", '(2R,3R,4S,5R)-2-(6-amino-2-(2-(5-hydroxy-1H-indol-3-yl)ethoxy)-9H-purin-9-yl)-5-(hydroxymethyl)-tetrahydrofuran-3,4-diol']"
"CHEMBL2303855";"";"";"Small molecule";"";"438.43";"2";"6";"-4.19";"185.27";"11";"6";"2";"9";"N";"0.19";"12.14";"None";"-4.04";"-4.04";"0";"MOL";"-1";"30";"13";"6";"2";"438.1850";"1.50";"NEUTRAL";"C17H30N2O11";"CO[C@@H]1O[C@@H](CNC=O)[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2OC)[C@H](O)[C@@H]1NC(C)=O";"HVYCKNTUAWNMCU-VKDBSKBYSA-N";"InChI=1S/C17H30N2O11/c1-7(22)19-10-12(24)14(8(4-18-6-21)28-16(10)27-3)30-17-15(26-2)13(25)11(23)9(5-20)29-17/h6,8-17,20,23-25H,4-5H2,1-3H3,(H,18,21)(H,19,22)/t8-,9-,10-,11-,12+,13-,14+,15-,16+,17-/m0/s1";"False";"-1";"['10']";"['N-[5-(4,5-Dihydroxy-6-hydroxymethyl-3-methoxy-tetrahydro-pyran-2-yloxy)-6-formylaminomethyl-4-hydroxy-2-methoxy-tetrahydro-pyran-3-yl]-acetamide']"
"CHEMBL1232074";"";"";"Small molecule";"";"466.47";"6";"10";"-2.99";"195.32";"11";"6";"2";"10";"N";"0.15";"8.74";"None";"-2.92";"-2.94";"1";"MOL";"-1";"31";"13";"6";"2";"466.1257";"0.14";"NEUTRAL";"C17H26N2O11S";"COc1ccc(S(=O)(=O)N(CCO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC(=O)NO)cc1";"RBZQWZODGBMNHX-USACIQFYSA-N";"InChI=1S/C17H26N2O11S/c1-28-10-2-4-11(5-3-10)31(26,27)19(8-13(21)18-25)6-7-29-17-16(24)15(23)14(22)12(9-20)30-17/h2-5,12,14-17,20,22-25H,6-9H2,1H3,(H,18,21)/t12-,14-,15+,16-,17-/m1/s1";"False";"-1";"['4', '2']";"['N-hydroxy-2-(4-methoxy-N-(2-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)ethyl)phenylsulfonamido)acetamide', 'N-hydroxy-2-(4-methoxy-N-(2-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)ethyl)phenylsulfonamido)acetamide']"
"CHEMBL610230";"";"";"Small molecule";"";"394.23";"1";"1";"-2.76";"220.74";"12";"7";"2";"5";"N";"0.20";"1.22";"0.12";"-2.47";"-5.81";"2";"MOL";"-1";"26";"14";"7";"2";"394.0526";"0.97";"ACID";"C11H15N4O10P";"O=P(O)(O)OC[C@@H]1OC(n2cnc3c(O)nc(C(O)O)nc32)[C@@H](O)[C@H]1O";"LHKRJRIUNHSFGG-RNHMCSNZSA-N";"InChI=1S/C11H15N4O10P/c16-5-3(1-24-26(21,22)23)25-10(6(5)17)15-2-12-4-8(15)13-7(11(19)20)14-9(4)18/h2-3,5-6,10-11,16-17,19-20H,1H2,(H,13,14,18)(H2,21,22,23)/t3-,5-,6-,10?/m0/s1";"False";"-1";"['4']";"['Phosphoric acid mono-[5-(2-dihydroxymethyl-6-oxo-1,6-dihydro-purin-9-yl)-3,4-dihydroxy-tetrahydro-furan-2-ylmethyl] ester']"
"CHEMBL3248870";"";"";"Small molecule";"";"297.28";"6";"6";"-2.69";"177.59";"11";"6";"2";"3";"N";"0.26";"12.45";"10.86";"-2.02";"-3.86";"2";"MOL";"-1";"21";"11";"8";"2";"297.1186";"0.73";"BASE";"C10H15N7O4";"NNc1nc(N)c2ncn([C@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)c2n1";"BAYFDGKAUSOEIS-ICKFSKTQSA-N";"InChI=1S/C10H15N7O4/c11-7-4-8(15-10(14-7)16-12)17(2-13-4)9-6(20)5(19)3(1-18)21-9/h2-3,5-6,9,18-20H,1,12H2,(H3,11,14,15,16)/t3-,5-,6+,9+/m1/s1";"False";"-1";"['11']";"['9-alpha-D-ArabinofuranosyI-2-hydrazinoadenine']"
"CHEMBL3417503";"";"";"Small molecule";"";"457.43";"3";"5";"-2.02";"195.24";"11";"7";"2";"8";"N";"0.13";"9.22";"None";"-1.02";"-1.03";"1";"MOL";"-1";"32";"12";"7";"2";"457.1584";"1.29";"NEUTRAL";"C20H27NO11";"COC(=O)[C@]1(OC)C[C@H](O)[C@@H](NC(=O)/C=C/c2ccc(O)c(O)c2)[C@H]([C@H](O)[C@H](O)CO)O1";"XTFCMCGYAFWXIT-FHWGBTCZSA-N";"InChI=1S/C20H27NO11/c1-30-19(29)20(31-2)8-13(25)16(18(32-20)17(28)14(26)9-22)21-15(27)6-4-10-3-5-11(23)12(24)7-10/h3-7,13-14,16-18,22-26,28H,8-9H2,1-2H3,(H,21,27)/b6-4+/t13-,14+,16+,17+,18+,20-/m0/s1";"False";"-1";"['8']";"['2-O-methyl-beta-D-N-(transdihydroxycinnamoyl)neuraminic acid methyl ester']"
"CHEMBL2303856";"";"";"Small molecule";"";"410.38";"2";"6";"-5.11";"210.26";"11";"7";"2";"6";"N";"0.22";"11.89";"None";"-4.83";"-4.83";"0";"MOL";"-1";"28";"13";"8";"2";"410.1537";"1.52";"NEUTRAL";"C15H26N2O11";"CO[C@@H]1O[C@@H](C(N)=O)[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1NC(C)=O";"BYEYDYCSINODBV-PYHCXSDPSA-N";"InChI=1S/C15H26N2O11/c1-4(19)17-6-8(21)11(12(13(16)24)28-14(6)25-2)27-15-10(23)9(22)7(20)5(3-18)26-15/h5-12,14-15,18,20-23H,3H2,1-2H3,(H2,16,24)(H,17,19)/t5-,6-,7-,8+,9-,10-,11-,12+,14+,15-/m0/s1";"False";"-1";"['12']";"['5-Acetylamino-4-hydroxy-6-methoxy-3-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-tetrahydro-pyran-2-carboxylic acid amide']"
"CHEMBL3248598";"";"";"Small molecule";"";"383.44";"11";"22";"-4.82";"203.91";"11";"9";"2";"11";"N";"0.17";"12.33";"9.51";"-4.51";"-9.03";"0";"MOL";"-1";"26";"11";"11";"2";"383.2268";"1.54";"BASE";"C15H33N3O8";"CCCN[C@H]1[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](N)[C@H](O)CO)[C@@H](O)CN)O[C@@H]1CO";"SINAINGDVVIOKE-HCKMQARVSA-N";"InChI=1S/C15H33N3O8/c1-2-3-18-11-9(6-20)25-15(13(24)12(11)23)26-14(7(21)4-16)10(17)8(22)5-19/h7-15,18-24H,2-6,16-17H2,1H3/t7-,8+,9+,10+,11+,12-,13+,14+,15+/m0/s1";"False";"-1";"["4, 4'-N-propyl-GlA0"]";"['(2S,3R,4S,5S)-3,6-diamino-4-((2R,3R,4S,5S,6S)-3,4-dihydroxy-6-(hydroxymethyl)-5-(propylamino)tetrahydro-2H-pyran-2-yloxy)hexane-1,2,5-triol']"
"CHEMBL2326838";"";"";"Small molecule";"";"443.42";"4";"8";"-4.48";"236.06";"15";"8";"2";"8";"N";"0.14";"12.25";"4.42";"-4.16";"-4.16";"2";"MOL";"-1";"31";"15";"9";"2";"443.1765";"1.06";"NEUTRAL";"C16H25N7O8";"CN(/N=C/[C@@H](O)[C@@H](O)[C@@H](O)CO)c1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1";"UQPZPTPDHQUCFA-RUEBTFFISA-N";"InChI=1S/C16H25N7O8/c1-22(19-2-6(26)10(28)7(27)3-24)16-20-13(17)9-14(21-16)23(5-18-9)15-12(30)11(29)8(4-25)31-15/h2,5-8,10-12,15,24-30H,3-4H2,1H3,(H2,17,20,21)/b19-2+/t6-,7+,8-,10-,11-,12-,15-/m1/s1";"False";"-1";"['23']";"['(2S,3R,4R,E)-5-(2-(6-amino-9-((2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-9H-purin-2-yl)-2-methylhydrazono)pentane-1,2,3,4-tetraol']"
"CHEMBL19903";"";"";"Small molecule";"";"342.30";"6";"6";"-6.62";"211.53";"11";"10";"2";"2";"N";"0.23";"12.16";"None";"-6.40";"-6.40";"0";"MOL";"-1";"23";"11";"10";"2";"342.1162";"0.73";"NEUTRAL";"C12H22O11";"O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H]1O";"LWODPLGXCMWSHW-IHOVXGFGSA-N";"InChI=1S/C12H22O11/c13-1-3(15)7(19)11(8(20)4(1)16)23-12-9(21)5(17)2(14)6(18)10(12)22/h1-22H/t1-,2-,3-,4-,5-,6+,7+,8+,9-,10+,11+,12+/m1/s1";"False";"-1";"['14']";"['Dimer of muco-Inositol']"
"CHEMBL3315165";"";"";"Small molecule";"";"458.54";"1";"2";"-2.31";"154.43";"11";"6";"2";"5";"N";"0.28";"9.81";"8.96";"-2.02";"-3.39";"1";"MOL";"-1";"31";"11";"6";"2";"458.1835";"0.77";"BASE";"C19H30N4O7S";"CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@H](O[C@@H]2[C@H]1O)O[C@H](C)C[C@H]3NC(=O)Cc1cscn1";"ZOGGZOZBXQODBH-LIWGTVBKSA-N";"InChI=1S/C19H30N4O7S/c1-8-4-10(23-11(24)5-9-6-31-7-22-9)19(27)18(28-8)29-17-15(26)12(20-2)14(25)13(21-3)16(17)30-19/h6-8,10,12-18,20-21,25-27H,4-5H2,1-3H3,(H,23,24)/t8-,10-,12-,13+,14+,15+,16-,17-,18+,19+/m1/s1";"False";"-1";"['6']";"['2-(thiazol-4-yl)-N-((2R,4R,4aS,5aR,6S,7S,8R,9S,9aR,10aS)-4a,7,9-trihydroxy-2-methyl-6,8-bis(methylamino)decahydro-2H-benzo[e]pyrano[3,2-b][1,4]dioxin-4-yl)acetamide']"
"CHEMBL1619396";"";"";"Small molecule";"";"473.30";"";"";"-1.02";"232.60";"13";"6";"2";"7";"N";"0.16";"1.77";"5.16";"-3.68";"-6.37";"2";"MOL";"-1";"29";"15";"7";"2";"473.0171";"0.81";"ACID";"C11H17N5O10P2S";"CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@H]3O)c2n1";"WLMZTKAZJUWXCB-GAWUUDPSSA-N";"InChI=1S/C11H17N5O10P2S/c1-29-11-14-8(12)5-9(15-11)16(3-13-5)10-7(18)6(17)4(25-10)2-24-28(22,23)26-27(19,20)21/h3-4,6-7,10,17-18H,2H2,1H3,(H,22,23)(H2,12,14,15)(H2,19,20,21)/t4-,6+,7-,10-/m1/s1";"False";"-1";"";""
"CHEMBL121785";"";"";"Small molecule";"";"465.55";"4";"14";"-5.63";"258.94";"13";"10";"2";"6";"N";"0.18";"12.29";"10.07";"-6.52";"-14.26";"0";"MOL";"-1";"32";"13";"15";"2";"465.2799";"1.80";"BASE";"C19H39N5O8";"NCC1CC(OC2C(N)CC(N)C(OC3OC(CO)C(N)C(O)C3O)C2O)C(N)CC1O";"AWPDXJGAYUNMPA-UHFFFAOYSA-N";"InChI=1S/C19H39N5O8/c20-4-6-1-11(7(21)3-10(6)26)30-17-8(22)2-9(23)18(16(17)29)32-19-15(28)14(27)13(24)12(5-25)31-19/h6-19,25-29H,1-5,20-24H2";"False";"-1";"['8d (Alpha)', '8e (Beta)']";"['5-Amino-2-[4,6-diamino-3-(2-amino-5-aminomethyl-4-hydroxy-cyclohexyloxy)-2-hydroxy-cyclohexyloxy]-6-hydroxymethyl-tetrahydro-pyran-3,4-diol', '5-Amino-2-[4,6-diamino-3-(2-amino-5-aminomethyl-4-hydroxy-cyclohexyloxy)-2-hydroxy-cyclohexyloxy]-6-hydroxymethyl-tetrahydro-pyran-3,4-diol']"
"CHEMBL1809123";"";"";"Small molecule";"";"475.59";"1";"8";"-4.88";"253.37";"12";"9";"2";"6";"N";"0.18";"12.93";"9.77";"-6.11";"-13.14";"0";"MOL";"-1";"33";"13";"15";"2";"475.3118";"0.91";"BASE";"C20H41N7O6";"CO[C@@H]1C[C@H](NC(=O)[C@@H]2C[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)[C@@H](N)C[C@H]1N";"CHZMQCDANQMIHL-KXSOIDCJSA-N";"InChI=1S/C20H41N7O6/c1-31-13-5-12(9(23)4-10(13)24)27-19(30)7-2-14(11(25)3-8(7)22)32-20-16(26)18(29)17(28)15(6-21)33-20/h7-18,20,28-29H,2-6,21-26H2,1H3,(H,27,30)/t7-,8-,9+,10-,11+,12+,13-,14+,15-,16-,17-,18-,20+/m1/s1";"False";"-1";"['1']";"['(1R,2R,4S,5S)-2,4-diamino-5-(((2S,3R,4R,5S,6R)-3-amn-6-(aminomethyl)-4,5-dihydroxytetrahydro-2H-pyran-2-yl)oxy)-N-((1S,2S,4R,5R)-2,4-diamino-5-methoxycyclohexyl)cyclohexanecarboxamide']"
"CHEMBL599188";"";"";"Small molecule";"";"435.52";"2";"2";"-4.24";"227.71";"12";"8";"2";"5";"N";"0.21";"12.33";"9.90";"-4.28";"-12.04";"0";"MOL";"-1";"30";"12";"13";"2";"435.2693";"1.38";"BASE";"C18H37N5O7";"C[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)CC[C@H]2N)[C@@H](O)[C@@H](O)[C@@H]1N";"NLSDFZCNDRSJLK-VKNPQECMSA-N";"InChI=1S/C18H37N5O7/c1-6-11(23)13(25)14(26)18(27-6)30-16-12(24)9(21)4-10(22)15(16)29-17-8(20)3-2-7(5-19)28-17/h6-18,24-26H,2-5,19-23H2,1H3/t6-,7+,8-,9-,10+,11-,12+,13+,14+,15-,16-,17-,18+/m1/s1";"False";"-1";"['RR501']";"['(2S,3S,4S,5S,6R)-2-((1R,2R,3S,5R,6S)-3,5-diamino-2-((2R,3R,6S)-3-amino-6-(aminomethyl)tetrahydro-2H-pyran-2-yloxy)-6-hydroxycyclohexyloxy)-6-methyltetrahydro-2H-pyran-3,4,5-triol']"
"CHEMBL118364";"";"";"Small molecule";"";"356.30";"2";"6";"-4.02";"211.97";"12";"6";"2";"4";"N";"0.31";"11.20";"0.81";"-3.07";"-3.07";"2";"MOL";"-1";"25";"13";"8";"2";"356.1080";"0.14";"NEUTRAL";"C12H16N6O7";"NC(=O)Cn1c(=O)n(C2OC(CO)[C@@H](O)[C@H]2O)c2nc(N)nc(O)c21";"HZIURXSJHCJLKP-IJAJPTPBSA-N";"InChI=1S/C12H16N6O7/c13-4(20)1-17-5-8(15-11(14)16-9(5)23)18(12(17)24)10-7(22)6(21)3(2-19)25-10/h3,6-7,10,19,21-22H,1-2H2,(H2,13,20)(H3,14,15,16,23)/t3?,6-,7-,10?/m1/s1";"False";"-1";"['21']";"['2-[2-Amino-9-((3R,4S)-3,4-dihydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6,8-dioxo-1,6,8,9-tetrahydro-purin-7-yl]-acetamide']"
"CHEMBL605637";"";"";"Small molecule";"";"441.23";"3";"11";"-1.36";"232.60";"12";"6";"2";"6";"N";"0.28";"1.76";"4.92";"-4.42";"-7.26";"2";"MOL";"-1";"28";"15";"7";"2";"441.0451";"1.09";"ACID";"C11H17N5O10P2";"C[C@H](OP(=O)(O)OP(=O)(O)O)[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"ULMRAPVPTZPASR-XBNXKHKLSA-N";"InChI=1S/C11H17N5O10P2/c1-4(25-28(22,23)26-27(19,20)21)8-6(17)7(18)11(24-8)16-3-15-5-9(12)13-2-14-10(5)16/h2-4,6-8,11,17-18H,1H3,(H,22,23)(H2,12,13,14)(H2,19,20,21)/t4-,6-,7+,8+,11?/m0/s1";"False";"-1";"['8']";"['(1S)-1-[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]ethyl trihydrogen diphosphate']"
"CHEMBL1886989";"";"";"Small molecule";"";"318.29";"61";"62";"-3.02";"183.44";"11";"7";"2";"4";"N";"0.30";"12.00";"3.03";"-2.31";"-2.31";"1";"MOL";"-1";"22";"11";"8";"2";"318.1175";"0.75";"NEUTRAL";"C11H18N4O7";"COc1nc(O)c(N)c(NC2OC(CO)C(O)C(O)C2O)n1";"VSJOLCXIFHQZRD-UHFFFAOYSA-N";"InChI=1S/C11H18N4O7/c1-21-11-14-8(4(12)9(20)15-11)13-10-7(19)6(18)5(17)3(2-16)22-10/h3,5-7,10,16-19H,2,12H2,1H3,(H2,13,14,15,20)";"False";"-1";"['SID491920', 'SID92763766']";"['SID491920', 'SID92763766']"
"CHEMBL309323";"";"";"Small molecule";"";"464.38";"2";"5";"-0.54";"210.51";"12";"8";"2";"4";"N";"0.23";"6.37";"None";"-0.14";"-1.30";"3";"MOL";"-1";"33";"12";"8";"2";"464.0955";"2.16";"ACID";"C21H20O12";"O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12";"OVSQVDMCBVZWGM-QVHTVSSGSA-N";"InChI=1S/C21H20O12/c22-6-13-15(27)17(29)18(30)21(32-13)33-20-16(28)14-11(26)4-8(23)5-12(14)31-19(20)7-1-2-9(24)10(25)3-7/h1-5,13,15,17-18,21-27,29-30H,6H2/t13-,15+,17-,18-,21+/m1/s1";"False";"-1";"['9']";"['2-(3,4-Dihydroxy-phenyl)-5,7-dihydroxy-3-((2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-chromen-4-one']"
"CHEMBL2219844";"";"";"Small molecule";"";"433.60";"";"";"5.64";"108.71";"3";"6";"2";"10";"N";"0.11";"None";"9.24";"5.55";"2.53";"3";"MOL";"-1";"32";"7";"6";"2";"433.2954";"-0.43";"BASE";"C25H35N7";"CCCCCNC(=N)Nc1ccc2cc3ccc(NC(=N)NCCCCC)cc3nc2c1";"VLOOZTQVIOHKFC-UHFFFAOYSA-N";"InChI=1S/C25H35N7/c1-3-5-7-13-28-24(26)30-20-11-9-18-15-19-10-12-21(17-23(19)32-22(18)16-20)31-25(27)29-14-8-6-4-2/h9-12,15-17H,3-8,13-14H2,1-2H3,(H3,26,28,30)(H3,27,29,31)";"False";"-1";"";""
"CHEMBL260805";"TRANSILIN";"Transilin";"Small molecule";"";"478.41";"7";"8";"-0.24";"199.51";"12";"7";"2";"5";"N";"0.24";"7.09";"None";"0.00";"-0.49";"3";"MOL";"-1";"34";"12";"7";"2";"478.1111";"2.01";"NEUTRAL";"C22H22O12";"COc1c(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c1=O";"LKXBGSZMRNJAST-UKWZQOBBSA-N";"InChI=1S/C22H22O12/c1-31-21-17(28)15-12(26)5-9(32-22-19(30)18(29)16(27)14(7-23)34-22)6-13(15)33-20(21)8-2-3-10(24)11(25)4-8/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3/t14-,16-,18+,19-,22-/m1/s1";"False";"-1";"['Quercetin-3-Me-7-R1', '13', 'Table 3, R10C1']";"['2-(3,4-dihydroxyphenyl)-5-hydroxy-3-methoxy-7-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one', 'transilin', '3-O-methylquercetin 7-O-beta-D-glucopyranoside']"
"CHEMBL376387";"";"";"Small molecule";"";"448.42";"6";"7";"-3.08";"198.76";"12";"8";"2";"8";"N";"0.19";"9.44";"None";"-2.16";"-2.16";"1";"MOL";"-1";"31";"12";"8";"2";"448.1581";"2.34";"NEUTRAL";"C19H28O12";"OC[C@@]1(O)CO[C@@H](OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O";"LBHKVQMODMELAS-OTCFHACESA-N";"InChI=1S/C19H28O12/c20-7-19(27)8-30-18(16(19)26)29-6-12-13(23)14(24)15(25)17(31-12)28-4-3-9-1-2-10(21)11(22)5-9/h1-2,5,12-18,20-27H,3-4,6-8H2/t12-,13-,14+,15-,16+,17-,18-,19-/m1/s1";"False";"-1";"['6']";"['2-(3,4-dihydroxyphenyl)ethanol 1-O-[beta-D-apiofuranosyl-(1-6)-beta-D-glucopyranoside]']"
